Adaptive Rate Log (interval=1s)
Time,Dist(km),Elev,BF(dB),SNR,Rate(Mbps),Status
1996.00s,   1488.73,   49.90°,  10.36,   22.75 dB,    1891.64,  [OK   >=40.00°]
1997.00s,   1493.45,   49.62°,  10.34,   22.71 dB,    1887.88,  [OK   >=40.00°]
1998.00s,   1498.20,   49.34°,  10.32,   22.66 dB,    1884.11,  [OK   >=40.00°]
1999.00s,   1502.98,   49.06°,  10.30,   22.62 dB,    1880.33,  [OK   >=40.00°]
2000.00s,   1507.79,   48.79°,  10.29,   22.57 dB,    1876.53,  [OK   >=40.00°]
2001.00s,   1512.63,   48.51°,  10.27,   22.53 dB,    1872.72,  [OK   >=40.00°]
2002.00s,   1517.49,   48.24°,  10.25,   22.48 dB,    1868.90,  [OK   >=40.00°]
2003.00s,   1522.39,   47.97°,  10.23,   22.43 dB,    1865.06,  [OK   >=40.00°]
2004.00s,   1527.31,   47.70°,  10.21,   22.39 dB,    1861.22,  [OK   >=40.00°]
2005.00s,   1532.26,   47.43°,  10.19,   22.34 dB,    1857.36,  [OK   >=40.00°]
2006.00s,   1537.24,   47.16°,  10.18,   22.29 dB,    1853.48,  [OK   >=40.00°]
2007.00s,   1542.25,   46.89°,  10.16,   22.25 dB,    1849.60,  [OK   >=40.00°]
2008.00s,   1547.28,   46.63°,  10.14,   22.20 dB,    1845.71,  [OK   >=40.00°]
2009.00s,   1552.34,   46.37°,  10.12,   22.15 dB,    1841.80,  [OK   >=40.00°]
2010.00s,   1557.43,   46.10°,  10.10,   22.10 dB,    1837.89,  [OK   >=40.00°]
2011.00s,   1562.54,   45.84°,  10.08,   22.06 dB,    1833.96,  [OK   >=40.00°]
2012.00s,   1567.68,   45.59°,  10.06,   22.01 dB,    1830.03,  [OK   >=40.00°]
2013.00s,   1572.85,   45.33°,  10.04,   21.96 dB,    1826.08,  [OK   >=40.00°]
2014.00s,   1578.04,   45.07°,  10.02,   21.91 dB,    1822.13,  [OK   >=40.00°]
2015.00s,   1583.25,   44.82°,  10.00,   21.86 dB,    1818.17,  [OK   >=40.00°]
2016.00s,   1588.49,   44.56°,   9.98,   21.82 dB,    1814.20,  [OK   >=40.00°]
2017.00s,   1593.76,   44.31°,   9.96,   21.77 dB,    1810.22,  [OK   >=40.00°]
2018.00s,   1599.05,   44.06°,   9.95,   21.72 dB,    1806.23,  [OK   >=40.00°]
2019.00s,   1604.37,   43.81°,   9.93,   21.67 dB,    1802.23,  [OK   >=40.00°]
2020.00s,   1609.70,   43.56°,   9.91,   21.62 dB,    1798.23,  [OK   >=40.00°]
2021.00s,   1615.07,   43.31°,   9.89,   21.57 dB,    1794.21,  [OK   >=40.00°]
2022.00s,   1620.45,   43.07°,   9.87,   21.53 dB,    1790.19,  [OK   >=40.00°]
2023.00s,   1625.86,   42.83°,   9.85,   21.48 dB,    1786.17,  [OK   >=40.00°]
2024.00s,   1631.29,   42.58°,   9.83,   21.43 dB,    1782.13,  [OK   >=40.00°]
2025.00s,   1636.75,   42.34°,   9.81,   21.38 dB,    1778.09,  [OK   >=40.00°]
2026.00s,   1642.23,   42.10°,   9.79,   21.33 dB,    1774.05,  [OK   >=40.00°]
2027.00s,   1647.73,   41.86°,   9.77,   21.28 dB,    1769.99,  [OK   >=40.00°]
2028.00s,   1653.25,   41.62°,   9.75,   21.23 dB,    1765.93,  [OK   >=40.00°]
2029.00s,   1658.79,   41.39°,   9.73,   21.18 dB,    1761.87,  [OK   >=40.00°]
2030.00s,   1664.36,   41.15°,   9.71,   21.13 dB,    1757.80,  [OK   >=40.00°]
2031.00s,   1669.94,   40.92°,   9.69,   21.08 dB,    1753.72,  [OK   >=40.00°]
2032.00s,   1675.55,   40.69°,   9.66,   21.03 dB,    1749.64,  [OK   >=40.00°]
2033.00s,   1681.18,   40.46°,   9.64,   20.98 dB,    1745.55,  [OK   >=40.00°]
2034.00s,   1686.83,   40.23°,   9.62,   20.93 dB,    1741.46,  [OK   >=40.00°]
2035.00s,   1692.50,   40.00°,   9.60,   20.88 dB,       0.00,  [DOWN <40.00°]
2036.00s,   1698.19,   39.77°,   9.58,   20.83 dB,       0.00,  [DOWN <40.00°]
2037.00s,   1703.90,   39.54°,   9.56,   20.79 dB,       0.00,  [DOWN <40.00°]
2038.00s,   1709.63,   39.32°,   9.54,   20.74 dB,       0.00,  [DOWN <40.00°]
2039.00s,   1715.38,   39.09°,   9.52,   20.69 dB,       0.00,  [DOWN <40.00°]
2040.00s,   1721.15,   38.87°,   9.50,   20.64 dB,       0.00,  [DOWN <40.00°]
2041.00s,   1726.94,   38.65°,   9.48,   20.59 dB,       0.00,  [DOWN <40.00°]
2042.00s,   1732.75,   38.43°,   9.46,   20.54 dB,       0.00,  [DOWN <40.00°]
2043.00s,   1738.58,   38.21°,   9.44,   20.48 dB,       0.00,  [DOWN <40.00°]
2044.00s,   1744.42,   37.99°,   9.42,   20.43 dB,       0.00,  [DOWN <40.00°]
2045.00s,   1750.29,   37.78°,   9.39,   20.38 dB,       0.00,  [DOWN <40.00°]
2046.00s,   1756.17,   37.56°,   9.37,   20.33 dB,       0.00,  [DOWN <40.00°]
2047.00s,   1762.07,   37.35°,   9.35,   20.28 dB,       0.00,  [DOWN <40.00°]
2048.00s,   1767.99,   37.14°,   9.33,   20.23 dB,       0.00,  [DOWN <40.00°]
2049.00s,   1773.93,   36.92°,   9.31,   20.18 dB,       0.00,  [DOWN <40.00°]
2050.00s,   1779.88,   36.71°,   9.29,   20.13 dB,       0.00,  [DOWN <40.00°]
2051.00s,   1785.85,   36.50°,   9.27,   20.08 dB,       0.00,  [DOWN <40.00°]
2052.00s,   1791.84,   36.30°,   9.25,   20.03 dB,       0.00,  [DOWN <40.00°]
2053.00s,   1797.85,   36.09°,   9.22,   19.98 dB,       0.00,  [DOWN <40.00°]
2054.00s,   1803.87,   35.88°,   9.20,   19.93 dB,       0.00,  [DOWN <40.00°]
2055.00s,   1809.91,   35.68°,   9.18,   19.88 dB,       0.00,  [DOWN <40.00°]
2056.00s,   1815.96,   35.47°,   9.16,   19.83 dB,       0.00,  [DOWN <40.00°]
2057.00s,   1822.04,   35.27°,   9.14,   19.78 dB,       0.00,  [DOWN <40.00°]
2058.00s,   1828.12,   35.07°,   9.12,   19.73 dB,       0.00,  [DOWN <40.00°]
2059.00s,   1834.23,   34.87°,   9.09,   19.68 dB,       0.00,  [DOWN <40.00°]
2060.00s,   1840.35,   34.67°,   9.07,   19.63 dB,       0.00,  [DOWN <40.00°]
2061.00s,   1846.48,   34.47°,   9.05,   19.58 dB,       0.00,  [DOWN <40.00°]
2062.00s,   1852.63,   34.27°,   9.03,   19.53 dB,       0.00,  [DOWN <40.00°]
2063.00s,   1858.80,   34.08°,   9.01,   19.47 dB,       0.00,  [DOWN <40.00°]
2064.00s,   1864.98,   33.88°,   8.99,   19.42 dB,       0.00,  [DOWN <40.00°]
2065.00s,   1871.18,   33.69°,   8.96,   19.37 dB,       0.00,  [DOWN <40.00°]
2066.00s,   1877.39,   33.49°,   8.94,   19.32 dB,       0.00,  [DOWN <40.00°]
2067.00s,   1883.61,   33.30°,   8.92,   19.27 dB,       0.00,  [DOWN <40.00°]
2068.00s,   1889.86,   33.11°,   8.90,   19.22 dB,       0.00,  [DOWN <40.00°]
2069.00s,   1896.11,   32.92°,   8.87,   19.17 dB,       0.00,  [DOWN <40.00°]
2070.00s,   1902.38,   32.73°,   8.85,   19.12 dB,       0.00,  [DOWN <40.00°]
2071.00s,   1908.66,   32.54°,   8.83,   19.07 dB,       0.00,  [DOWN <40.00°]
2072.00s,   1914.96,   32.36°,   8.81,   19.02 dB,       0.00,  [DOWN <40.00°]
2073.00s,   1921.27,   32.17°,   8.79,   18.97 dB,       0.00,  [DOWN <40.00°]
2074.00s,   1927.59,   31.99°,   8.76,   18.91 dB,       0.00,  [DOWN <40.00°]
2075.00s,   1933.93,   31.80°,   8.74,   18.86 dB,       0.00,  [DOWN <40.00°]
2076.00s,   1940.28,   31.62°,   8.72,   18.81 dB,       0.00,  [DOWN <40.00°]
2077.00s,   1946.65,   31.44°,   8.70,   18.76 dB,       0.00,  [DOWN <40.00°]
2077.00s,   1691.63,   40.03°,   9.61,   20.89 dB,    1737.99,  [OK   >=40.00°]
2078.00s,   1686.53,   40.24°,   9.62,   20.94 dB,    1741.68,  [OK   >=40.00°]
2079.00s,   1681.46,   40.44°,   9.64,   20.98 dB,    1745.35,  [OK   >=40.00°]
2080.00s,   1676.41,   40.65°,   9.66,   21.03 dB,    1749.02,  [OK   >=40.00°]
2081.00s,   1671.38,   40.86°,   9.68,   21.07 dB,    1752.68,  [OK   >=40.00°]
2082.00s,   1666.38,   41.07°,   9.70,   21.11 dB,    1756.32,  [OK   >=40.00°]
2083.00s,   1661.40,   41.28°,   9.72,   21.16 dB,    1759.96,  [OK   >=40.00°]
2084.00s,   1656.45,   41.49°,   9.73,   21.20 dB,    1763.58,  [OK   >=40.00°]
2085.00s,   1651.53,   41.70°,   9.75,   21.25 dB,    1767.20,  [OK   >=40.00°]
2086.00s,   1646.63,   41.91°,   9.77,   21.29 dB,    1770.80,  [OK   >=40.00°]
2087.00s,   1641.75,   42.12°,   9.79,   21.33 dB,    1774.40,  [OK   >=40.00°]
2088.00s,   1636.91,   42.33°,   9.81,   21.38 dB,    1777.98,  [OK   >=40.00°]
2089.00s,   1632.09,   42.55°,   9.82,   21.42 dB,    1781.55,  [OK   >=40.00°]
2090.00s,   1627.29,   42.76°,   9.84,   21.46 dB,    1785.10,  [OK   >=40.00°]
2091.00s,   1622.53,   42.98°,   9.86,   21.51 dB,    1788.65,  [OK   >=40.00°]
2092.00s,   1617.79,   43.19°,   9.88,   21.55 dB,    1792.18,  [OK   >=40.00°]
2093.00s,   1613.08,   43.41°,   9.89,   21.59 dB,    1795.70,  [OK   >=40.00°]
2094.00s,   1608.39,   43.62°,   9.91,   21.63 dB,    1799.21,  [OK   >=40.00°]
2095.00s,   1603.74,   43.84°,   9.93,   21.68 dB,    1802.70,  [OK   >=40.00°]
2096.00s,   1599.11,   44.06°,   9.95,   21.72 dB,    1806.18,  [OK   >=40.00°]
2097.00s,   1594.52,   44.27°,   9.96,   21.76 dB,    1809.65,  [OK   >=40.00°]
2098.00s,   1589.95,   44.49°,   9.98,   21.80 dB,    1813.10,  [OK   >=40.00°]
2099.00s,   1585.41,   44.71°,  10.00,   21.84 dB,    1816.53,  [OK   >=40.00°]
2100.00s,   1580.90,   44.93°,  10.01,   21.89 dB,    1819.96,  [OK   >=40.00°]
2101.00s,   1576.42,   45.15°,  10.03,   21.93 dB,    1823.36,  [OK   >=40.00°]
2102.00s,   1571.97,   45.37°,  10.05,   21.97 dB,    1826.76,  [OK   >=40.00°]
2103.00s,   1567.55,   45.59°,  10.06,   22.01 dB,    1830.13,  [OK   >=40.00°]
2104.00s,   1563.16,   45.81°,  10.08,   22.05 dB,    1833.49,  [OK   >=40.00°]
2105.00s,   1558.80,   46.03°,  10.09,   22.09 dB,    1836.84,  [OK   >=40.00°]
2106.00s,   1554.47,   46.26°,  10.11,   22.13 dB,    1840.17,  [OK   >=40.00°]
2107.00s,   1550.17,   46.48°,  10.13,   22.17 dB,    1843.48,  [OK   >=40.00°]
2108.00s,   1545.91,   46.70°,  10.14,   22.21 dB,    1846.77,  [OK   >=40.00°]
2109.00s,   1541.67,   46.92°,  10.16,   22.25 dB,    1850.05,  [OK   >=40.00°]
2110.00s,   1537.47,   47.15°,  10.17,   22.29 dB,    1853.30,  [OK   >=40.00°]
2111.00s,   1533.30,   47.37°,  10.19,   22.33 dB,    1856.54,  [OK   >=40.00°]
2112.00s,   1529.17,   47.60°,  10.21,   22.37 dB,    1859.77,  [OK   >=40.00°]
2113.00s,   1525.06,   47.82°,  10.22,   22.41 dB,    1862.97,  [OK   >=40.00°]
2114.00s,   1520.99,   48.04°,  10.24,   22.45 dB,    1866.15,  [OK   >=40.00°]
2115.00s,   1516.96,   48.27°,  10.25,   22.48 dB,    1869.32,  [OK   >=40.00°]
2116.00s,   1512.95,   48.49°,  10.27,   22.52 dB,    1872.46,  [OK   >=40.00°]
2117.00s,   1508.98,   48.72°,  10.28,   22.56 dB,    1875.59,  [OK   >=40.00°]
2118.00s,   1505.05,   48.94°,  10.30,   22.60 dB,    1878.69,  [OK   >=40.00°]
2119.00s,   1501.15,   49.17°,  10.31,   22.64 dB,    1881.77,  [OK   >=40.00°]
2120.00s,   1497.28,   49.39°,  10.33,   22.67 dB,    1884.84,  [OK   >=40.00°]
2121.00s,   1493.45,   49.62°,  10.34,   22.71 dB,    1887.88,  [OK   >=40.00°]
2122.00s,   1489.66,   49.84°,  10.36,   22.75 dB,    1890.90,  [OK   >=40.00°]
2123.00s,   1485.90,   50.07°,  10.37,   22.78 dB,    1893.89,  [OK   >=40.00°]
2124.00s,   1482.18,   50.29°,  10.38,   22.82 dB,    1896.87,  [OK   >=40.00°]
2125.00s,   1478.49,   50.52°,  10.40,   22.85 dB,    1899.82,  [OK   >=40.00°]
2126.00s,   1474.84,   50.74°,  10.41,   22.89 dB,    1902.74,  [OK   >=40.00°]
2127.00s,   1471.22,   50.96°,  10.43,   22.92 dB,    1905.65,  [OK   >=40.00°]
2128.00s,   1467.65,   51.19°,  10.44,   22.96 dB,    1908.53,  [OK   >=40.00°]
2129.00s,   1464.11,   51.41°,  10.45,   22.99 dB,    1911.38,  [OK   >=40.00°]
2130.00s,   1460.60,   51.64°,  10.47,   23.03 dB,    1914.21,  [OK   >=40.00°]
2131.00s,   1457.14,   51.86°,  10.48,   23.06 dB,    1917.02,  [OK   >=40.00°]
2132.00s,   1453.71,   52.08°,  10.49,   23.10 dB,    1919.80,  [OK   >=40.00°]
2133.00s,   1450.32,   52.30°,  10.51,   23.13 dB,    1922.55,  [OK   >=40.00°]
2134.00s,   1446.98,   52.52°,  10.52,   23.16 dB,    1925.28,  [OK   >=40.00°]
2135.00s,   1443.66,   52.75°,  10.53,   23.19 dB,    1927.98,  [OK   >=40.00°]
2136.00s,   1440.39,   52.97°,  10.54,   23.23 dB,    1930.65,  [OK   >=40.00°]
2137.00s,   1437.16,   53.19°,  10.56,   23.26 dB,    1933.30,  [OK   >=40.00°]
2138.00s,   1433.97,   53.40°,  10.57,   23.29 dB,    1935.92,  [OK   >=40.00°]
2139.00s,   1430.82,   53.62°,  10.58,   23.32 dB,    1938.51,  [OK   >=40.00°]
2140.00s,   1427.71,   53.84°,  10.59,   23.35 dB,    1941.07,  [OK   >=40.00°]
2141.00s,   1424.64,   54.06°,  10.61,   23.38 dB,    1943.61,  [OK   >=40.00°]
2142.00s,   1421.61,   54.27°,  10.62,   23.41 dB,    1946.11,  [OK   >=40.00°]
2143.00s,   1418.62,   54.49°,  10.63,   23.44 dB,    1948.58,  [OK   >=40.00°]
2144.00s,   1415.67,   54.70°,  10.64,   23.47 dB,    1951.03,  [OK   >=40.00°]
2145.00s,   1412.76,   54.91°,  10.65,   23.50 dB,    1953.44,  [OK   >=40.00°]
2146.00s,   1409.90,   55.12°,  10.66,   23.53 dB,    1955.83,  [OK   >=40.00°]
2147.00s,   1407.08,   55.33°,  10.67,   23.56 dB,    1958.18,  [OK   >=40.00°]
2148.00s,   1404.30,   55.54°,  10.68,   23.59 dB,    1960.50,  [OK   >=40.00°]
2149.00s,   1401.56,   55.75°,  10.70,   23.62 dB,    1962.79,  [OK   >=40.00°]
2150.00s,   1398.87,   55.95°,  10.71,   23.64 dB,    1965.04,  [OK   >=40.00°]
2151.00s,   1396.22,   56.16°,  10.72,   23.67 dB,    1967.27,  [OK   >=40.00°]
2152.00s,   1393.61,   56.36°,  10.73,   23.70 dB,    1969.46,  [OK   >=40.00°]
2153.00s,   1391.04,   56.56°,  10.74,   23.72 dB,    1971.62,  [OK   >=40.00°]
2154.00s,   1388.52,   56.76°,  10.75,   23.75 dB,    1973.74,  [OK   >=40.00°]
2155.00s,   1386.05,   56.96°,  10.76,   23.77 dB,    1975.83,  [OK   >=40.00°]
2156.00s,   1383.62,   57.15°,  10.77,   23.80 dB,    1977.88,  [OK   >=40.00°]
2157.00s,   1381.23,   57.35°,  10.78,   23.82 dB,    1979.90,  [OK   >=40.00°]
2158.00s,   1378.89,   57.54°,  10.79,   23.85 dB,    1981.89,  [OK   >=40.00°]
2159.00s,   1376.59,   57.73°,  10.79,   23.87 dB,    1983.84,  [OK   >=40.00°]
2160.00s,   1374.34,   57.91°,  10.80,   23.89 dB,    1985.75,  [OK   >=40.00°]
2161.00s,   1372.13,   58.10°,  10.81,   23.92 dB,    1987.63,  [OK   >=40.00°]
2162.00s,   1369.97,   58.28°,  10.82,   23.94 dB,    1989.47,  [OK   >=40.00°]
2163.00s,   1367.86,   58.46°,  10.83,   23.96 dB,    1991.28,  [OK   >=40.00°]
2164.00s,   1365.79,   58.64°,  10.84,   23.98 dB,    1993.04,  [OK   >=40.00°]
2165.00s,   1363.77,   58.81°,  10.85,   24.00 dB,    1994.77,  [OK   >=40.00°]
2166.00s,   1361.80,   58.99°,  10.85,   24.02 dB,    1996.46,  [OK   >=40.00°]
2167.00s,   1359.87,   59.16°,  10.86,   24.04 dB,    1998.12,  [OK   >=40.00°]
2168.00s,   1357.99,   59.32°,  10.87,   24.06 dB,    1999.73,  [OK   >=40.00°]
2169.00s,   1356.15,   59.48°,  10.88,   24.08 dB,    2001.31,  [OK   >=40.00°]
2170.00s,   1354.37,   59.64°,  10.88,   24.10 dB,    2002.85,  [OK   >=40.00°]
2171.00s,   1352.63,   59.80°,  10.89,   24.12 dB,    2004.34,  [OK   >=40.00°]
2172.00s,   1350.94,   59.96°,  10.90,   24.14 dB,    2005.80,  [OK   >=40.00°]
2173.00s,   1349.30,   60.11°,  10.90,   24.15 dB,    2007.22,  [OK   >=40.00°]
2174.00s,   1347.70,   60.25°,  10.91,   24.17 dB,    2008.60,  [OK   >=40.00°]
2175.00s,   1346.15,   60.40°,  10.92,   24.19 dB,    2009.94,  [OK   >=40.00°]
2176.00s,   1344.66,   60.54°,  10.92,   24.20 dB,    2011.23,  [OK   >=40.00°]
2177.00s,   1343.21,   60.67°,  10.93,   24.22 dB,    2012.49,  [OK   >=40.00°]
2178.00s,   1341.81,   60.81°,  10.93,   24.23 dB,    2013.71,  [OK   >=40.00°]
2179.00s,   1340.46,   60.93°,  10.94,   24.25 dB,    2014.88,  [OK   >=40.00°]
2180.00s,   1339.15,   61.06°,  10.94,   24.26 dB,    2016.01,  [OK   >=40.00°]
2181.00s,   1337.90,   61.18°,  10.95,   24.27 dB,    2017.10,  [OK   >=40.00°]
2182.00s,   1336.70,   61.30°,  10.95,   24.28 dB,    2018.15,  [OK   >=40.00°]
2183.00s,   1335.54,   61.41°,  10.96,   24.30 dB,    2019.15,  [OK   >=40.00°]
2184.00s,   1334.44,   61.52°,  10.96,   24.31 dB,    2020.11,  [OK   >=40.00°]
2185.00s,   1333.39,   61.62°,  10.97,   24.32 dB,    2021.03,  [OK   >=40.00°]
2186.00s,   1332.38,   61.72°,  10.97,   24.33 dB,    2021.91,  [OK   >=40.00°]
2187.00s,   1331.43,   61.81°,  10.97,   24.34 dB,    2022.74,  [OK   >=40.00°]
2188.00s,   1330.52,   61.90°,  10.98,   24.35 dB,    2023.53,  [OK   >=40.00°]
2189.00s,   1329.67,   61.99°,  10.98,   24.36 dB,    2024.28,  [OK   >=40.00°]
2190.00s,   1328.87,   62.07°,  10.99,   24.37 dB,    2024.98,  [OK   >=40.00°]
2191.00s,   1328.11,   62.14°,  10.99,   24.38 dB,    2025.64,  [OK   >=40.00°]
2192.00s,   1327.41,   62.22°,  10.99,   24.38 dB,    2026.26,  [OK   >=40.00°]
2193.00s,   1326.76,   62.28°,  10.99,   24.39 dB,    2026.83,  [OK   >=40.00°]
2194.00s,   1326.16,   62.34°,  11.00,   24.40 dB,    2027.36,  [OK   >=40.00°]
2195.00s,   1325.61,   62.40°,  11.00,   24.40 dB,    2027.84,  [OK   >=40.00°]
2196.00s,   1325.11,   62.45°,  11.00,   24.41 dB,    2028.28,  [OK   >=40.00°]
2197.00s,   1324.66,   62.50°,  11.00,   24.41 dB,    2028.67,  [OK   >=40.00°]
2198.00s,   1324.26,   62.54°,  11.00,   24.42 dB,    2029.02,  [OK   >=40.00°]
2199.00s,   1323.92,   62.57°,  11.01,   24.42 dB,    2029.32,  [OK   >=40.00°]
2200.00s,   1323.62,   62.60°,  11.01,   24.42 dB,    2029.58,  [OK   >=40.00°]
2201.00s,   1323.37,   62.63°,  11.01,   24.43 dB,    2029.80,  [OK   >=40.00°]
2202.00s,   1323.18,   62.65°,  11.01,   24.43 dB,    2029.97,  [OK   >=40.00°]
2203.00s,   1323.04,   62.66°,  11.01,   24.43 dB,    2030.09,  [OK   >=40.00°]
2204.00s,   1322.95,   62.67°,  11.01,   24.43 dB,    2030.17,  [OK   >=40.00°]
2205.00s,   1322.91,   62.68°,  11.01,   24.43 dB,    2030.21,  [OK   >=40.00°]
2206.00s,   1322.92,   62.68°,  11.01,   24.43 dB,    2030.20,  [OK   >=40.00°]
2207.00s,   1322.98,   62.67°,  11.01,   24.43 dB,    2030.14,  [OK   >=40.00°]
2208.00s,   1323.09,   62.66°,  11.01,   24.43 dB,    2030.04,  [OK   >=40.00°]
2209.00s,   1323.26,   62.64°,  11.01,   24.43 dB,    2029.90,  [OK   >=40.00°]
2210.00s,   1323.47,   62.62°,  11.01,   24.42 dB,    2029.71,  [OK   >=40.00°]
2211.00s,   1323.74,   62.59°,  11.01,   24.42 dB,    2029.48,  [OK   >=40.00°]
2212.00s,   1324.06,   62.56°,  11.00,   24.42 dB,    2029.20,  [OK   >=40.00°]
2213.00s,   1324.43,   62.52°,  11.00,   24.41 dB,    2028.87,  [OK   >=40.00°]
2214.00s,   1324.85,   62.48°,  11.00,   24.41 dB,    2028.51,  [OK   >=40.00°]
2215.00s,   1325.32,   62.43°,  11.00,   24.40 dB,    2028.09,  [OK   >=40.00°]
2216.00s,   1325.84,   62.38°,  11.00,   24.40 dB,    2027.64,  [OK   >=40.00°]
2217.00s,   1326.41,   62.32°,  10.99,   24.39 dB,    2027.13,  [OK   >=40.00°]
2218.00s,   1327.03,   62.25°,  10.99,   24.39 dB,    2026.59,  [OK   >=40.00°]
2219.00s,   1327.71,   62.19°,  10.99,   24.38 dB,    2026.00,  [OK   >=40.00°]
2220.00s,   1328.43,   62.11°,  10.99,   24.37 dB,    2025.36,  [OK   >=40.00°]
2221.00s,   1329.21,   62.03°,  10.98,   24.36 dB,    2024.69,  [OK   >=40.00°]
2222.00s,   1330.03,   61.95°,  10.98,   24.36 dB,    2023.96,  [OK   >=40.00°]
2223.00s,   1330.91,   61.86°,  10.98,   24.35 dB,    2023.20,  [OK   >=40.00°]
2224.00s,   1331.83,   61.77°,  10.97,   24.34 dB,    2022.39,  [OK   >=40.00°]
2225.00s,   1332.81,   61.68°,  10.97,   24.33 dB,    2021.54,  [OK   >=40.00°]
2226.00s,   1333.83,   61.58°,  10.96,   24.31 dB,    2020.64,  [OK   >=40.00°]
2227.00s,   1334.91,   61.47°,  10.96,   24.30 dB,    2019.71,  [OK   >=40.00°]
2228.00s,   1336.04,   61.36°,  10.96,   24.29 dB,    2018.72,  [OK   >=40.00°]
2229.00s,   1337.21,   61.25°,  10.95,   24.28 dB,    2017.70,  [OK   >=40.00°]
2230.00s,   1338.43,   61.13°,  10.95,   24.27 dB,    2016.64,  [OK   >=40.00°]
2231.00s,   1339.71,   61.01°,  10.94,   24.25 dB,    2015.53,  [OK   >=40.00°]
2232.00s,   1341.03,   60.88°,  10.94,   24.24 dB,    2014.38,  [OK   >=40.00°]
2233.00s,   1342.40,   60.75°,  10.93,   24.22 dB,    2013.19,  [OK   >=40.00°]
2234.00s,   1343.83,   60.61°,  10.92,   24.21 dB,    2011.96,  [OK   >=40.00°]
2235.00s,   1345.30,   60.48°,  10.92,   24.19 dB,    2010.68,  [OK   >=40.00°]
2236.00s,   1346.81,   60.34°,  10.91,   24.18 dB,    2009.37,  [OK   >=40.00°]
2237.00s,   1348.38,   60.19°,  10.91,   24.16 dB,    2008.01,  [OK   >=40.00°]
2238.00s,   1350.00,   60.04°,  10.90,   24.15 dB,    2006.62,  [OK   >=40.00°]
2239.00s,   1351.66,   59.89°,  10.89,   24.13 dB,    2005.18,  [OK   >=40.00°]
2240.00s,   1353.37,   59.73°,  10.89,   24.11 dB,    2003.71,  [OK   >=40.00°]
2241.00s,   1355.13,   59.58°,  10.88,   24.09 dB,    2002.19,  [OK   >=40.00°]
2242.00s,   1356.94,   59.41°,  10.87,   24.07 dB,    2000.64,  [OK   >=40.00°]
2243.00s,   1358.79,   59.25°,  10.86,   24.05 dB,    1999.04,  [OK   >=40.00°]
2244.00s,   1360.69,   59.08°,  10.86,   24.03 dB,    1997.41,  [OK   >=40.00°]
2245.00s,   1362.64,   58.91°,  10.85,   24.01 dB,    1995.74,  [OK   >=40.00°]
2246.00s,   1364.63,   58.74°,  10.84,   23.99 dB,    1994.03,  [OK   >=40.00°]
2247.00s,   1366.67,   58.56°,  10.83,   23.97 dB,    1992.29,  [OK   >=40.00°]
2248.00s,   1368.76,   58.38°,  10.83,   23.95 dB,    1990.51,  [OK   >=40.00°]
2249.00s,   1370.90,   58.20°,  10.82,   23.93 dB,    1988.69,  [OK   >=40.00°]
2250.00s,   1373.07,   58.02°,  10.81,   23.91 dB,    1986.83,  [OK   >=40.00°]
2251.00s,   1375.30,   57.83°,  10.80,   23.88 dB,    1984.94,  [OK   >=40.00°]
2252.00s,   1377.57,   57.65°,  10.79,   23.86 dB,    1983.01,  [OK   >=40.00°]
2253.00s,   1379.89,   57.46°,  10.78,   23.84 dB,    1981.04,  [OK   >=40.00°]
2254.00s,   1382.25,   57.26°,  10.77,   23.81 dB,    1979.04,  [OK   >=40.00°]
2255.00s,   1384.65,   57.07°,  10.76,   23.79 dB,    1977.01,  [OK   >=40.00°]
2256.00s,   1387.10,   56.87°,  10.75,   23.76 dB,    1974.94,  [OK   >=40.00°]
2257.00s,   1389.60,   56.68°,  10.74,   23.74 dB,    1972.83,  [OK   >=40.00°]
2258.00s,   1392.14,   56.48°,  10.73,   23.71 dB,    1970.70,  [OK   >=40.00°]
2259.00s,   1394.72,   56.27°,  10.72,   23.68 dB,    1968.52,  [OK   >=40.00°]
2260.00s,   1397.34,   56.07°,  10.71,   23.66 dB,    1966.32,  [OK   >=40.00°]
2261.00s,   1400.01,   55.87°,  10.70,   23.63 dB,    1964.08,  [OK   >=40.00°]
2262.00s,   1402.72,   55.66°,  10.69,   23.60 dB,    1961.81,  [OK   >=40.00°]
2263.00s,   1405.48,   55.45°,  10.68,   23.58 dB,    1959.51,  [OK   >=40.00°]
2264.00s,   1408.28,   55.24°,  10.67,   23.55 dB,    1957.18,  [OK   >=40.00°]
2265.00s,   1411.12,   55.03°,  10.66,   23.52 dB,    1954.81,  [OK   >=40.00°]
2266.00s,   1414.00,   54.82°,  10.65,   23.49 dB,    1952.42,  [OK   >=40.00°]
